GeneA	GeneB	Class	From	Recs.add	Recs.sub	EssgCom	GOSemSim_MF	GOSemSim_BP	GOSemSim_CC	GeneMANIAGG	HI.add	HI.sub	BioDis	LofIn.add	LofIn.sub	BioGRIDPP	STRINGPP	REAC_FI	PS_2DbJacSim	HighexpPer	Abundance.add	Abundance.sub	COXPRESdbMRvalue	DOSemSim
ZNF747	SHFL	0	Coding_Random	0.30160978	0.09371057	0	0.645	0	0	0	0.4776916	0.20483927	0.10535618	0.5684222	0.37348258	0	0	0	0.00035293883	0.17980818	0.0011727428	0.0019345997	0.3916	0
ZNF761	IL10RB	0	Coding_Random	0.19371411	0.035988353	0	0	0	0.305	0	0.11	0.032	0.11801522	0.2838395	0.2688222	0	0	0	0	0.5556	0.0011624814	0.0020857484	0.40808433	0
FAM83C	FAN1	0	Coding_Random	0.35505095	0.1325741	0	0.602	0	0	0	0.4202105	0.21054512	0.051833	3.5e-05	3.5e-05	0	0	0	0	0	8e-06	1.1e-05	0.5282	0
TFR2	CDCP1	0	Coding_Random	0.42718366	0.17834848	0	0.37845016	0.1909941	0.44984692	0	0.407	0.219	0.057007	0.021292	0.021013	0	0	0	0	0	4.7e-05	4.8e-05	0.524	0.12908971
TIMD4	HEATR9	0	Coding_Random	0.3972871	0.14798014	0	0.3791404	0.18603143	0.44276556	0	0.5954367	0.25875866	0.08896048	0.6833056	0.3753391	0	0	0	0	0.20335984	0.0028914248	0.004605232	0.2849	0.0824858
TTC37	TAX1BP1	0	Coding_Random	0.242893	0.065182	1	1	0.186	0.597	4.1e-05	0.39320895	0.16473354	0.064278	3e-06	3e-06	0	0	0	0	0	0.000354	0.000551	0.2962	0.345
SEC24D	ARL17A	0	Coding_Random	0.41963106	0.16219169	0	0.46403566	0.22795065	0.52197766	0	0.6091183	0.271306	0.039728	0.8983201	0.509058	0	0	0	0	0.2778	0.000353	0.00061	0.4862	0.10956363
MMRN2	PRSS23	0	Coding_Random	0.226482	0.031429	0	0	0.088	0.413	0	0.338	0.124	0.11244478	1e-06	1e-06	0	0	0	0	0.2857	0.000365	0.000425	0.3245	0
EVX2	ALDH1L2	0	Coding_Random	0.234905	0.026629	1	0.126	0.074	0	0	0.483	0.151	0.180404	0.39740768	0.2953966	0	0	0	0	0.0556	5.8e-05	9.1e-05	0.50621814	0
LRWD1	PRSS23	0	Coding_Random	0.36977577	0.13678296	0	0	0.304	0.601	0	0.34	0.122	0.085139	1e-06	1e-06	0	0	0	0	0	0.000147	3.9e-05	0.5823	0
CPXM2	CKAP2	0	Coding_Random	1.096921	0.889162	0	0	0.148	0.141	0	0.519	0.061	0.06460915	0	0	0	0	0	0	0	4.3e-05	2.6e-05	0.587	0
TIMM13	SIRT3	0	Coding_Random	0.267942	0.000177	0	1	0.144	0.702	0	0.161	0.011	0.073053	0.309119	0.309065	0	0	0	0	0.1875	0.00187	0.00245	0.5986	0
FUT3	OGDHL	0	Coding_Random	0.341984	0.033627	0	0.181	0.371	0.372	0	0.449	0.229	0.10208149	0.373863	0.373794	0	0	1.0872747e-05	0	0	9.7e-05	0.000143	0.5188	0
CC2D1B	TTLL8	0	Coding_Random	0.18689595	0.04998567	0	0.158	0.157	0.473	0	0.71	0.53	0.267561	0.50634	0.43124795	0	0	0	0	0.0909	0.000132	0.000233	0.49405318	0
GATA4	MYD88	0	Coding_Random	0.833554	0.590151	1	0.529	0.405	0.627	0	1.109	0.791	0.022699	1.51401	0.090301	0	0	0	0	0	0.000276	0.000475	0.5101	0.363
PLCL1	SMIM11A	0	Coding_Random	0.31274256	0.10356378	0	0.197	0.094	0	0	0.41614717	0.192846	0.11423206	0.43407694	0.33099	0	0	0	0	0.05	4e-05	2.2e-05	0.3733	0
ARHGAP25	NUFIP1	0	Coding_Random	0.49818113	0.2045982	0	0	0.205	0.351	0	1.206	0.264	0.095715	0.438211	0.438203	0	0	0	0	0.125	0.000108	0.000173	0.5751	0
ZNF24	PABPC1	0	Coding_Random	0.574308	0.331296	1	0.562	0.312	1	0	0.709	0.159	0.054895	1.995327	0.004058	0	0	0	0	0.1905	0.002346	0.003955	0.4529	0
WDHD1	FZD8	0	Coding_Random	0.312418	0.129299	0	0.618	0.27	0.27	0	1.172	0.666	0.095715	1.119378	0.6172644	0	0	0	0	0	0.000324	0.000241	0.5012	0
GPR179	KCNT2	0	Coding_Random	0.228066	0.059092	0	0	0.112	0	0	0.602	0.462	0.11473139	0.666802	0.666802	0	0	0	0	0.09312448	0.0010463083	0.0019028472	0.5267	0
DNAAF2	GCNT1	0	Coding_Random	0.33028638	0.1061245	0	1	0.299	0.431	0	0.46463642	0.18337467	0.094337	0.066581	0.066572	0	0	0	0	0.25	1e-05	9e-06	0.4642	0
PATJ	SMIM27	0	Coding_Random	0.3266448	0.113994755	0	0.25982156	0.1463187	0.40015453	2.368046e-06	0.46869978	0.22493544	0.09185444	0.53874135	0.38151136	0	0.0050366702	0.00064818404	0.009994673	0.0667	0.0016728699	0.0028582418	0.496	0.044173922
XIRP2	PDZD2	0	Coding_Random	0.248478	0.075645	1	0	0	0.33	0	0.253	0.059	0.111198	0.999645	0.999645	0	0	0	0	0	0.0015948944	0.002839732	0.4759	0
TEX9	OVOL3	0	Coding_Random	0.32704404	0.1121004	0	0.27628753	0.15143475	0.40429217	0	0.487519	0.22955678	0.0917333	0.5721546	0.39323795	0	0	0	0.007692911	0.1111	0.001674987	0.0028520846	0.49110466	0.048403874
TRMT44	CTNNAL1	0	Coding_Random	0.3990628	0.16735342	0	0.129	0.056	0	0	0.37821	0.15151915	0.06725	2e-06	2e-06	0	0	0	0	0.1818	2.1e-05	3.3e-05	0.5191	0
TOP3B	SLC30A10	0	Coding_Random	0.379894	0.130229	0	0.538	0.147	0.658	0	0.332	0.14	0.071082	1.036398	0.807342	0	0	0	0	0.1071	2.6e-05	3.5e-05	0.529	0
ZNF479	B3GNT7	0	Coding_Random	0.28031212	0.09323751	0	0.113	0	0	0	0.408	0.278	0.1486	0.628947	0.612744	0	0	0	0	0	1.7e-05	2.2e-05	0.5839	0
ADGRG1	TMEM54	0	Coding_Random	0.42687798	0.16523066	0	0.477	0.477	0.349	0	0.54543054	0.22929564	0.07925181	0.6670727	0.3755748	0	0	0	0	0.1364	0.0015116152	0.002456717	0.3188	0
PDIA2	GALR3	0	Coding_Random	0.244636	0.031074	0	0.202	0.244	0.347	0	0.653	0.413	0.028855	0.023153	0.023153	0	0	0	0	0.4167	1e-05	1.7e-05	0.5945	0
RAD54L	SLC3A2	0	Coding_Random	0.566053	0.270653	1	0.447	0.168	0.493	0	1.049	0.631	0.0929	0.923234	0.923234	0	0	0	0	0.1429	0.001785	0.003061	0.5159	0.311
ZC3H14	VPS9D1	0	Coding_Random	0.2956647	0.091288954	0	0.34	0.1	0	0	0.55895025	0.29156494	0.101536	1.001552	0.998019	0	0	0	0	0.2	0.000233	0.000413	0.6722	0
MTHFD1	LSG1	0	Coding_Random	0.307772	0.112854	1	0.173	0.061	0.764	0	0.857	0.635	0.029129	0.60561	0.605608	0	0.354	0	0.1	0.1739	0.004178	0.007135	0.2811	0
ZNF831	EXOC3L4	0	Coding_Random	0.2964272	0.09045208	0	0.34784773	0.17229943	0.37751687	0	0.36212912	0.14826007	0.106674	0	0	0	0	0	0	0.2308	1.6e-05	2.1e-05	0.4358	0.033692583
LYVE1	VANGL1	0	Coding_Random	0.301886	0.048319	0	1	0.232	1	0	0.481	0.233	0.0929	0.533616	0.533615	0	0	0	0	0.25	0.001345	0.002315	0.5653	0.544
CDCP2	IGFBP6	0	Coding_Random	0.35665107	0.13964243	0	0.35870463	0.17300564	0.41312578	0	0.357	0.243	0.09922991	0.092331	0.092331	0	0	0	0	0.2778	0.001147	0.002033	0.45870355	0.07416027
ATP6V0D2	CCP110	0	Coding_Random	0.3956228	0.15449397	0	1	0.189	0.381	0	0.4882793	0.21797451	0.056162	0.015732	0.015732	0	0	0	0	0	1.3e-05	1.2e-05	0.5986	0
ARMC9	TDRD3	0	Coding_Random	0.342257	0.143918	0	0	0	0.351	0	0.406	0.278	0.098602	0.000212	0.000212	0	0	0	0	0.25	0.000162	0.000228	0.469	0
FBXO30	KIFBP	0	Coding_Random	0.31423295	0.107922494	0	0	0.043	0.606	1.8089382e-06	0.45166892	0.21127446	0.10854695	0.5348335	0.38936752	0	0	0	0.0026074885	0.11845664	0.0012648915	0.002143553	0.4910204	0
COL10A1	CD22	0	Coding_Random	0.648502	0.083653	1	0.605	0.198	0.334	0	0.363	0.257	0.0929	0.030913	0.030786	0	0	0	0	0.1333	1.1e-05	1e-05	0.5225	0
MPDZ	SPATA31A3	0	Coding_Random	0.35652277	0.14700064	0	0	0	0	0	0.4047785	0.20727769	0.072974	0.38071504	0.32550564	0	0	0	0	0.0933413	0.00091657066	0.0015624196	0.50607425	0
FAM25G	SPATC1	0	Coding_Random	0.3449523	0.1268226	0	0.33245417	0.17332396	0.36663613	0	0.47360298	0.22522752	0.10889944	0.5326575	0.37908998	0	0	0	0	0	1.4e-05	1.8e-05	0.51201683	0.05776024
MON2	POFUT2	0	Coding_Random	0.259207	0.042244	1	0.141	0.357	0.207	0	0.439	0.167	0.11108	0.993549	0.971867	0	0	0	0	0.6471	0.00096788537	0.0015458476	0.4116	0
FASTKD5	DNAH7	0	Coding_Random	0.188675	0.018605	0	0.431	0.308	0.487	0	0.3	0.088	0.106259	3e-06	3e-06	0	0	0	0	0.1	0.000228	0.000403	0.6022	0
OTUB1	NBEAL1	0	Coding_Random	0.489628	0.19447969	0	0	0	0	0	0.452	0.268	0.051833	0.945238	0.945238	0	0	0	0	0.0526	0.002205	0.003898	0.6158	0.657
RDH13	EPHA10	0	Coding_Random	0.21096984	0.037302352	0	0.129	0.195	0.285	0	0.285	0.083	0.20113	0	0	0	0	0	0	0	0.000333	0.000588	0.4361	0
A2ML1	METTL4	0	Coding_Random	0.30522296	0.11737464	0	0.075	0	0.244	0	0.146	0.04	0.128174	2.5e-05	2.5e-05	0	0	0	0	0.1	6e-05	0.000103	0.4873	0
RPL18A	ADAMTSL1	0	Coding_Random	0.35564482	0.120097116	0	0	0	0.433	0	0.58533573	0.27724108	0.091492	0.963579	0.963403	0	0	0	0	0.2105	0.004756	0.008203	0.4856	0
CTNNA2	TMEM225B	0	Coding_Random	0.3357137	0.12452806	1	0	0	0	2.5143088e-06	0.36928147	0.15999198	0.11865658	0.34889364	0.3130765	0	0	0	0	0.0833	0.0009463652	0.0016549174	0.4578	0
ARHGEF26	SAP25	0	Coding_Random	0.35256982	0.13226116	0	0	0	0	0	0.46634337	0.21562319	0.066236	0.6082587	0.42571035	0	0	0	0	0.1053	8e-06	1.5e-05	0.4995	0
TNRC6A	YJU2	0	Coding_Random	0.3261916	0.107262745	0	1	0.292	0.569	0	0.60277367	0.2632628	0.07706139	0.8334929	0.49152988	0	0	0	0	0.2233237	9.7e-05	0.000155	0.4572	0
LRCH1	MCCC1	0	Coding_Random	0.37871	0.173188	0	1	0.076	0.784	0	0.459	0.173	0.063143	0.982422	0.982372	0	0	0	0	0.1905	0.001393	0.000225	0.4535	0
C16orf90	NFIC	0	Coding_Random	0.30270672	0.11267592	0	0.33441725	0.13696195	0.28692955	0	0.5076861	0.29197738	0.11716151	0.844905	0.840093	0	0	0	0	0	0.00013	0.000224	0.5243913	0.0068916813
CGB1	PHF12	0	Coding_Random	0.299315	0.089405	0	0.69	0.108	0.327	0	0.6125982	0.28556293	0.08946476	1.267424	0.732495	0	0	0	0	0	2.3e-05	2.2e-05	0.51881355	0
HOOK2	ACADVL	0	Coding_Random	0.393413	0.179461	0	0.228	0.149	0.697	0	0.167	0.007	0.151314	0	0	0	0	0	0	0.2	0.003511	0.006124	0.1412	0
UPK1A	PDE4D	0	Coding_Random	0.440051	0.250826	1	0.609	0.175	0.577	0	0.319	0.105	0.097171	0.983233	0.983166	0	0	0	0	0.0769	3.4e-05	4.1e-05	0.5304	0.296
RBBP4	MYO1H	0	Coding_Random	0.37746271	0.14966273	0	0	0	0	0	0.694	0.39	0.070859	0.989805	0.989805	0	0	0	0	0.125	0.002432	0.004313	0.5558	0
FUT5	DAP3	0	Coding_Random	0.223432	0.017072	1	0.142	0.318	0.824	0	0.331	0.159	0.064581	0.002377	0.002339	0	0	8.433538e-06	0	0.0769	0.000938	0.001633	0.5094	0.517
CES1	ABHD2	0	Coding_Random	0.456097	0.210784	0	0.64	0.48	0.221	0	0.574	0.266	0.087251	0.849464	0.849464	0	0	0.0005174861	0.1429	0.3889	0.000903	0.001579	0.4405	0
RFC1	ASS1	0	Coding_Random	1.12765	0.489154	1	0.556	0.371	0.573	0	1.346	0.528	0.064396	0.175981	0.174994	0	0	0	0	0.1579	0.001452	0.001917	0.5238	0.474
SPTLC1	ABCG8	0	Coding_Random	0.558114	0.107947	1	0.397	0.148	0.28	0	0.461	0.235	0.095715	0	0	0	0.328	0	0	0	0.000647	0.001124	0.5328	0.242
NRXN1	ZNF394	0	Coding_Random	0.27861953	0.0779566	0	0.555	0	0.704	0	0.163	0.013	0.13604	1.043284	0.956614	0	0	0	0	0.0333	1.5e-05	1e-05	0.6152	0
AMZ2	NOC3L	0	Coding_Random	0.198759	0.002612	0	0	0	0.218	0	0.421	0.199	0.13421738	1e-06	1e-06	0	0	0	0	0.1875	0.000434	0.000501	0.5104	0
FBXO7	INHBC	0	Coding_Random	0.321496	0.044635	0	0.479	0.287	0.226	0	0.197	0.079	0.103444	0.182409	0.015036	0	0	0	0	0.0909	0.000557	0.000676	0.5422	0.261
SYT8	TBX15	0	Coding_Random	0.225334	0.010856	1	0.451	0.14	0.395	0	0.817	0.549	0.11469	0.877334	0.877334	0	0	0	0	0.1538	4e-06	7e-06	0.4707	0
PRX	ZNF671	0	Coding_Random	0.2784308	0.08414555	0	0.383	0	0	0	0.157	0.029	0.104419	0	0	0	0	0	0	0	1.7e-05	7e-06	0.3021	0
CCDC51	SLC25A18	0	Coding_Random	0.32682827	0.10996448	0	0	0	0	0	0.2	0.036	0.068477	0.011066	0.011063	0	0	0	0	0	0.000291	0.000437	0.4053	0
KIAA0556	NOLC1	0	Coding_Random	0.230186	0.044071	0	0.25927678	0.12106445	0.2771591	3.9e-05	0.799	0.395	0.128878	0.246823	0.246823	0	0	0.0051729125	0	0.0714	0.000883	0.001548	0.5976	0.0028232753
HNRNPDL	TTLL4	0	Coding_Random	0.3726563	0.14354123	0	0.317	0.061	1	0	0.6412468	0.3227751	0.096752	0.916054	0.916048	0	0	0	0	0.1	0.00269	0.004772	0.5232	0
COMTD1	MAP1S	0	Coding_Random	0.300056	0.041886	0	1	0	0	0	0.333	0.089	0.197078	0.637858	0.637847	0	0	0	0	0	0.000675	0.000503	0.39	0
TANC2	PDLIM5	0	Coding_Random	0.966008	0.737176	1	0	0	0	0	0.706	0.342	0.093164	1.012278	0.987722	0	0	0	0	0	0.001176	0.001977	0.3412	0
RTN4RL2	TECPR1	0	Coding_Random	0.2912097	0.0840561	0	0.203	0.2	0.26	0	0.56237626	0.30011946	0.133518	0.975815	0.975814	0	0	0	0	0.2143	3.3e-05	3e-05	0.5786	0
HYKK	TMEM109	0	Coding_Random	0.34220105	0.12973382	0	0.323	0.142	0.152	0	0.5260568	0.22355182	0.068477	0.052105	0.051676	0	0	0	0	0.7	0.000649	0.001136	0.5235	0
KLRC3	RIIAD1	0	Coding_Random	0.37673646	0.13369036	0	0.47346604	0.17060748	0.42180574	0	0.6420754	0.28820476	0.07874233	0.8281391	0.51746494	0	0	0	0	0.5294	1e-06	1e-06	0.5714	0.09744139
BCR	ZNF431	0	Coding_Random	0.3318243	0.09997022	0	0.245	0.106	0.431	0	0.495	0.025	0.0929	1.000201	0.999734	0	0	0	0	0.15	5.5e-05	9.3e-05	0.3716	0
CD72	AHCTF1	0	Coding_Random	0.193582	0.004223	1	0.214	0.092	0.249	0	0.72120726	0.26704407	0.090085	1.956612	0.043388	0	0	0	0	0.25	0.000105	0.000176	0.6561	0
C12orf40	FNDC3B	0	Coding_Random	0.30818933	0.117523625	1	0.34798175	0.14029126	0.28787428	0	0.5526273	0.32645965	0.115771286	1	1	0	0	0.00012715206	0	0	3.4e-05	5.3e-05	0.5694	0.006380559
NEK4	HEATR5B	0	Coding_Random	0.3004569	0.096183024	0	0.318	0.086	0.417	0	0.741	0.333	0.164436	0	0	0	0	0	0	0.2778	8.3e-05	0.000107	0.4666	0
AGBL2	GAPVD1	0	Coding_Random	0.39397418	0.14031295	0	0.106	0.15	1	0	0.684	0.436	0.087251	1	1	0	0	0	0	0.25	0.0015240974	0.0024125648	0.484	0
NOC2L	SLFN5	0	Coding_Random	0.2797403	0.08509264	0	0	0	0	0	0.287	0.173	0.085139	0	0	0	0	0	0	0.2609	0.000551	0.000421	0.6048	0
WARS1	FBRSL1	0	Coding_Random	0.37486947	0.137789	0	0.3611869	0.1851341	0.40633854	3.5949888e-06	0.5507784	0.2514954	0.09490741	0.64634985	0.41884482	0	0.008984291	0.0007140804	0.0036812758	0.12794755	0.0013206521	0.002193271	0.4873923	0.07542632
CCDC158	C1orf131	0	Coding_Random	0.2261946	0.053522155	0	0.21482031	0.093929976	0.21118964	0	0.19191046	0.081121214	0.17713	0	0	0	0	0	0	0	3.2e-05	5.3e-05	0.5307	0
CAPN10	ETS2	0	Coding_Random	0.76617	0.34335	1	0.418	0.19	0.848	0	0.79	0.672	0.052784	0.99335	0.99335	0	0	0	0	0.1818	6e-06	4e-06	0.5139	0.504
SCN11A	UBALD1	0	Coding_Random	0.34755155	0.11651213	0	0.30000564	0.15208659	0.35579377	0	0.51268935	0.24950323	0.10178588	0.700159	0.700159	0	0	0	0	0.0625	1.6e-05	2.7e-05	0.45	0.060521103
ADCY8	TEX14	0	Coding_Random	0.45029345	0.18670411	0	0.577	0.18	0.38	0	0.853	0.405	0.064958	0.002986	0.002986	0	0	0	0	0.1111	5e-06	8e-06	0.5548	0
ABCA3	FLACC1	0	Coding_Random	0.43357456	0.17928153	1	0.2822544	0.17116925	0.40536794	0	0.5032611	0.24567603	0.10049727	0.52914035	0.39174464	0	0	0	0.0020885544	0.107082844	1.1e-05	7e-06	0.5252	0.07939172
HRNR	CRAMP1	0	Coding_Random	0.3649355	0.13139522	0	0.29333726	0.16576093	0.35902968	0	0.48655897	0.23187284	0.10353233	0.53023547	0.37652117	0	0	0	0	0	0.00048	0.000834	0.4848	0.057718154
PHLDA2	NSD3	0	Coding_Random	0.29575822	0.09361887	0	0	0.17	0	0	0.4781835	0.25604078	0.10536688	0.5586736	0.43272433	0	0	0.0012473041	0	0.1739	4.6e-05	2.1e-05	0.6722	0
FAM214B	DOCK5	0	Coding_Random	0.2782706	0.07327614	0	0.34650913	0.16429205	0.40817395	0	0.46885315	0.20561516	0.115067	0.389059	0.386373	0	0	0	0	0.4615	3.5e-05	3.5e-05	0.3266	0.02497935
PDSS2	NBPF9	0	Coding_Random	0.317159	0.09986087	0	0.30683196	0.15050884	0.3785538	0	0.48355815	0.2187294	0.118585	0.54790807	0.37709817	0	0	0	0	0.12968364	0.0011630224	0.0019183351	0.4573	0.040014792
SDR42E1	TSGA13	0	Coding_Random	0.165065	0.017745	0	0.21570748	0.09915548	0.26918012	0	0.26038763	0.10199798	0.1294839	0	0	0	0	0	0	0.0769	1e-05	1.8e-05	0.5433	0
ZFP69	BNIP5	0	Coding_Random	0.34535006	0.12694737	0	0.34013242	0.16359244	0.3560259	0	0.4937357	0.2456378	0.107513204	0.5521203	0.40703756	0	0	0	0.0019515919	0.07585941	0.0013429248	0.0022969078	0.5985	0.064481385
ABCC2	NLRP12	0	Coding_Random	0.43338975	0.1866689	0	0.408	0.17	0.513	3.9e-05	0.196	0.012	0.063556	0	0	0	0	0	0.0714	0	0.0016528402	0.0027187963	0.4258	0
SIPA1L3	NPAS4	0	Coding_Random	0.2247	0.00542	0	0	0.239	0.371	0	0.853	0.045	0.081407	1.423941	0.575413	0	0	0	0	0.1333	1.9e-05	3.1e-05	0.5281	0
ZNF732	TRIM60	0	Coding_Random	0.24437352	0.056619134	0	0	0	0	0	0.2945417	0.11118009	0.115995	0	0	0	0	0	0	0.1	7e-06	6e-06	0.2954	0
VN1R4	OR10G9	0	Coding_Random	0.21572381	0.057857517	0	0.117	0	1	0	0.069	0.031	0.081592	0.268722	0.254445	0	0	0	0.25	0	5e-06	8e-06	0.48574844	0
NOL3	ALDH3B1	0	Coding_Random	0.39809647	0.14898618	0	0.508	0.203	0.489	3.8e-05	0.297	0.151	0.10575789	0.000576	0.000497	0	0	0	0	0.0952	0.0023678802	0.0039233887	0.2868	0.147
BTN3A3	DLGAP1	0	Coding_Random	0.221092	0.02945	0	0.815	0.241	0.786	0	0.806	0.62	0.051833	0.993046	0.993046	0	0	0	0	0	2.9e-05	1.8e-05	0.5775	0
ULK2	CNTN4	0	Coding_Random	0.208052	0.001212	0	0.69	0.363	0.405	0	0.557	0.349	0.102651	0.996619	0.996593	0	0	0	0	0.4615	3.4e-05	3.5e-05	0.3705	0
SLC39A13	MIA3	0	Coding_Random	0.212035	0.035344	0	0.583	0.173	0.718	0	0.317	0.199	0.268177	0.48324	0.459536	0	0	0	0	0.6316	0.000132	0.000215	0.4769	0
TMEM81	GPX4	0	Coding_Random	0.31860623	0.10489352	1	0.24124035	0.1427478	0.3408075	0	0.229	0.005	0.1118702	0.017552	0.017108	0	0	0	0	0.0833	0.000385	0.00065	0.4039	0.025662212
BCL6	MST1R	0	Coding_Random	0.670476	0.363335	2	0.474	0.419	0.271	0	0.609	0.039	0.025336	0.982525	0.982525	0	0	0	0	0.2083	1.2e-05	1e-05	0.5717	0.548
CD302	SRPRA	0	Coding_Random	0.40146545	0.16728067	0	0	0.421	0.516	0	0.60222006	0.2780933	0.08438592	0.7111647	0.41847	0	0	0	0	0.5455	0.000888	0.001565	0.4125	0
C6orf201	CD22	0	Coding_Random	0.28292397	0.101321846	0	0.2755752	0.10740407	0.26856217	0	0.402	0.218	0.11931172	0.123098	0.061398	0	0	0.0022208989	0	0.1111	9e-06	1.4e-05	0.5283	0.00496384
LDB3	NCMAP	0	Coding_Random	0.33813155	0.121413685	1	0.262	0.306	0.231	0	0.38355827	0.17611438	0.10785947	0.067482	0.067052	0	0	0	0	0	0.000565	0.001003	0.5286	0
AAMDC	PLEKHA4	0	Coding_Random	0.36714503	0.14019312	0	0.285	0.272	0.454	0	0.37695387	0.16629444	0.10539335	0.000474	0.000474	0	0	0	0	0.375	0.000202	0.000315	0.3724	0
ITSN1	JRK	0	Coding_Random	0.43320405	0.1782684	1	1	0.519	0.308	0	0.7007055	0.29468322	0.07107292	0.9188476	0.4901255	0	0	0	0	0.2632	0.0009286544	0.0014926202	0.449	0
CCDC17	PIM1	0	Coding_Random	0.341898	0.185265	1	0.27934748	0.08829518	0.2431926	0	0.577	0.491	0.176726	0.886576	0.886576	0	0	0	0	0.1333	2e-06	3e-06	0.5216	0
CEACAM3	LIPA	0	Coding_Random	0.4472889	0.17203109	0	0	0.208	0.369	0	0.156	0.038	0.091183	0.011278	0.011278	0	0	0	0	0.3	0.001068	0.001888	0.6479	0.467
COL4A1	KCTD19	0	Coding_Random	0.49074978	0.227602	1	0	0	0	0	1.023	0.633	0.067918	1	1	0	0	0	0	0	0.000125	0.000222	0.5525	0
CHEK2	SPACA3	0	Coding_Random	0.728508	0.582809	0	1	0.196	0.519	0	1.038	0.936	0.051833	0.053963	0.053963	0	0	0	0	0.0833	5e-05	8.2e-05	0.5162	0
GATD3A	VPS35	0	Coding_Random	0.4741132	0.17413343	0	0.37397325	0.19256891	0.4669164	0	0.61748046	0.2757639	0.0887316	0.7635414	0.43981746	0	0	0	0	0.15985562	0.004201	0.001174	0.4357	0.09566084
PCF11	NPY	0	Coding_Random	0.755607	0.527161	1	0.233	0.07	0.505	0	1.076	0.004	0.051156	1.588186	0.411814	0	0	0	0	0	7.5e-05	6.2e-05	0.5731	0
OR5T1	TNRC6B	0	Coding_Random	0.3427356	0.1380725	0	0.241	0.256	0.279	0	0.502	0.374	0.08709796	1.000131	0.999869	0	0	0	0	0	0.0016272038	0.002866069	0.5277752	0
GAS2L1	TBC1D2	0	Coding_Random	0.221415	0.017527	0	0.516	0.084	0	0	0.362	0.206	0.119261	0.70043	0.70043	0	0	0	0	0.1765	0.0015526112	0.0025793572	0.18	0
L3HYPDH	ZMYND8	0	Coding_Random	0.37666956	0.1405599	0	0.38894206	0.17659712	0.46792608	0	0.616053	0.34200978	0.091946945	0.999997	0.999997	0	0	0.0001412979	0	0.125	0.000205	0.000183	0.6276	0.06949762
PLA2G6	SFTA2	0	Coding_Random	0.37368485	0.13728106	0	0.299823	0.15934364	0.3694146	0	0.5299186	0.25924754	0.09881565	0.594981	0.594981	0	0	0	0	0	3e-06	1e-06	0.5363	0.06548454
TREM1	LPAR5	0	Coding_Random	0.172727	0.037332	0	0.383	0.398	1	0	0.097	0.069	0.062285	0.029987	0.029299	0	0	0	0	0.0556	2e-06	3e-06	0.6247	0
KMT2D	VANGL2	0	Coding_Random	0.46669185	0.1750625	1	1	0.184	0.226	0	0.9248081	0.33067802	0.050673	1.948575	0.051425	0	0	0	0	0.4211	6.4e-05	1.7e-05	0.3951	0.187
MYO18B	LSM14B	0	Coding_Random	0.219339	0.003484	1	0	0	0	0	0.258	0.014	0.049666	0.967227	0.967227	0	0	0	0	0.0833	0.000169	0.000297	0.4382	0
CD3D	SCN9A	0	Coding_Random	0.581367	0.18348	1	0.044	0.169	0.593	0	0.333	0.229	0.047428	0.006628	0.006628	0	0	0	0	0.1667	7.7e-05	0.000135	0.5144	0.284
CCDC9	DENND2B	0	Coding_Random	0.36031953	0.1348967	0	0.3857798	0.1782445	0.37229392	2.922643e-06	0.4931017	0.24726385	0.09904451	0.53043634	0.37521493	0	0.006907884	0.00016832784	0.001865551	0.12877612	0.0010713425	0.0017747759	0.48878217	0.07897022
CPZ	RBM6	0	Coding_Random	0.208989	0.035608	0	0.106	0.423	0	0	0.444	0.018	0.100742795	1	1	0	0	0.0033232956	0	0.3158	9.1e-05	0.00014	0.5186	0
DERL3	C1orf109	0	Coding_Random	0.2994107	0.10263118	0	0.3663434	0.16848984	0.3740047	0	0.269	0.127	0.097218	0.000238	0.000238	0	0	0	0	0.1765	1.2e-05	1.6e-05	0.4859	0.04035093
RRP36	WRNIP1	0	Coding_Random	0.3706584	0.13249694	1	0.367	0.346	0.643	0	0.63051885	0.3049812	0.051833	0.637335	0.637335	0	0	0	0	0.1333	0.000284	0.000364	0.3193	0
MINDY4	IQCH	0	Coding_Random	0.28468487	0.07539005	0	0.323	0	0	0	0.4903587	0.19004504	0.11533528	0.60362077	0.35100132	0	0	0	0	0.2353	5e-06	5e-06	0.2464	0
ARMC9	ENTPD8	0	Coding_Random	0.384774	0.101401	0	0	0.155	0.221	0	0.456	0.228	0.134786	0	0	0	0	0	0	0	0.000153	0.000244	0.5199	0
FCGR2C	ZNF311	0	Coding_Random	0.29635766	0.09761081	0	0.214	0	0	0	0.47738475	0.2224273	0.11698012	0.51528627	0.39329442	0	0	0	0	0.08	0.0012255361	0.0021444997	0.5631	0
POM121L2	GSDMA	0	Coding_Random	0.33552292	0.11687797	0	0.148	0.069	0.309	0	0.43093568	0.18818767	0.11064229	0.4764821	0.3473282	0	0	0	0	0	2.2e-05	1.3e-05	0.4168	0
TMEM221	PRRT2	0	Coding_Random	0.3425708	0.114559844	0	0.41853192	0.18824713	0.4489045	0	0.6336273	0.27254498	0.08627548	0.84401196	0.43625727	0	0	0	0	0.3846	3e-05	4.4e-05	0.3253	0.06633041
SULF2	SLC22A15	0	Coding_Random	0.2626383	0.061554674	1	0	0	0	0	0.252	0.012	0.12588732	0.878055	0.878038	0	0	0	0	0.05	9.9e-05	0.000164	0.314	0
